u,v
04013-0002,04013-0077
04013-0002,04013-0109
04013-0002,04013-0168
04013-0002,04013-0648
04013-0002,04013-0824
04013-0002,04013-0835
04013-0002,04013-0881
04013-0003,04013-0191
04013-0003,04013-0381
04013-0003,04013-0447
04013-0003,04013-0476
04013-0003,04013-0487
04013-0003,04013-0492
04013-0003,04013-0540
04013-0004,04013-0065
04013-0004,04013-0526
04013-0004,04013-0622
04013-0004,04013-0707
04013-0005,04013-0623
04013-0005,04013-0687
04013-0005,04013-0799
04013-0006,04013-0188
04013-0006,04013-0316
04013-0006,04013-0398
04013-0006,04013-0516
04013-0007,04013-0096
04013-0007,04013-0180
04013-0007,04013-0255
04013-0007,04013-0519
04013-0007,04013-0748
04013-0007,04013-0820
04013-0008,04013-0283
04013-0008,04013-0908
04013-0009,04013-0424
04013-0009,04013-0647
04013-0009,04013-0772
04013-0009,04013-0896
04013-0010,04013-0016
04013-0010,04013-0164
04013-0010,04013-0176
04013-0010,04013-0247
04013-0010,04013-0474
04013-0010,04013-0607
04013-0010,04013-0705
04013-0010,04013-0724
04013-0010,04013-0911
04013-0011,04013-0154
04013-0011,04013-0313
04013-0011,04013-0522
04013-0012,04013-0098
04013-0012,04013-0105
04013-0012,04013-0166
04013-0012,04013-0204
04013-0012,04013-0505
04013-0012,04013-0579
04013-0012,04013-0883
04013-0012,04013-0922
04013-0013,04013-0328
04013-0013,04013-0480
04013-0013,04013-0698
04013-0013,04013-0743
04013-0014,04013-0277
04013-0014,04013-0382
04013-0014,04013-0752
04013-0015,04013-0184
04013-0015,04013-0340
04013-0015,04013-0427
04013-0015,04013-0763
04013-0015,04013-0795
04013-0016,04013-0169
04013-0016,04013-0247
04013-0016,04013-0278
04013-0016,04013-0339
04013-0016,04013-0455
04013-0016,04013-0474
04013-0016,04013-0509
04013-0016,04013-0593
04013-0016,04013-0882
04013-0016,04013-0910
04013-0016,04013-0923
04013-0016,04013-0931
04013-0017,04013-0109
04013-0017,04013-0175
04013-0017,04013-0334
04013-0017,04013-0404
04013-0017,04013-0637
04013-0018,04013-0189
04013-0018,04013-0225
04013-0018,04013-0345
04013-0018,04013-0463
04013-0018,04013-0838
04013-0019,04013-0292
04013-0019,04013-0322
04013-0019,04013-0541
04013-0019,04013-0745
04013-0020,04013-0206
04013-0020,04013-0341
04013-0020,04013-0515
04013-0020,04013-0537
04013-0021,04013-0372
04013-0021,04013-0373
04013-0021,04013-0393
04013-0021,04013-0541
04013-0022,04013-0054
04013-0022,04013-0077
04013-0022,04013-0334
04013-0022,04013-0404
04013-0022,04013-0884
04013-0023,04013-0136
04013-0023,04013-0400
04013-0023,04013-0617
04013-0023,04013-0812
04013-0023,04013-0841
04013-0023,04013-0874
04013-0024,04013-0066
04013-0024,04013-0195
04013-0024,04013-0280
04013-0025,04013-0040
04013-0025,04013-0077
04013-0025,04013-0210
04013-0025,04013-0835
04013-0025,04013-0895
04013-0026,04013-0186
04013-0026,04013-0307
04013-0026,04013-0464
04013-0026,04013-0598
04013-0026,04013-0840
04013-0027,04013-0187
04013-0027,04013-0294
04013-0027,04013-0784
04013-0027,04013-0796
04013-0027,04013-0797
04013-0027,04013-0866
04013-0028,04013-0099
04013-0028,04013-0177
04013-0028,04013-0307
04013-0028,04013-0321
04013-0028,04013-0342
04013-0028,04013-0468
04013-0029,04013-0836
04013-0029,04013-0857
04013-0029,04013-0870
04013-0029,04013-0903
04013-0030,04013-0414
04013-0030,04013-0499
04013-0030,04013-0638
04013-0030,04013-0639
04013-0030,04013-0831
04013-0031,04013-0272
04013-0031,04013-0335
04013-0031,04013-0383
04013-0031,04013-0439
04013-0031,04013-0772
04013-0032,04013-0271
04013-0032,04013-0885
04013-0033,04013-0314
04013-0033,04013-0352
04013-0033,04013-0699
04013-0033,04013-0741
04013-0034,04013-0054
04013-0034,04013-0469
04013-0034,04013-0756
04013-0034,04013-0884
04013-0035,04013-0190
04013-0035,04013-0239
04013-0035,04013-0650
04013-0035,04013-0686
04013-0035,04013-0783
04013-0036,04013-0064
04013-0036,04013-0181
04013-0036,04013-0194
04013-0036,04013-0329
04013-0036,04013-0340
04013-0036,04013-0604
04013-0036,04013-0837
04013-0037,04013-0188
04013-0037,04013-0276
04013-0037,04013-0508
04013-0037,04013-0516
04013-0037,04013-0649
04013-0037,04013-0715
04013-0038,04013-0195
04013-0038,04013-0303
04013-0038,04013-0359
04013-0038,04013-0909
04013-0039,04013-0144
04013-0039,04013-0372
04013-0039,04013-0386
04013-0039,04013-0399
04013-0039,04013-0580
04013-0039,04013-0590
04013-0039,04013-0730
04013-0040,04013-0210
04013-0040,04013-0401
04013-0040,04013-0688
04013-0040,04013-0748
04013-0040,04013-0895
04013-0041,04013-0251
04013-0041,04013-0350
04013-0041,04013-0416
04013-0041,04013-0486
04013-0041,04013-0548
04013-0042,04013-0102
04013-0042,04013-0444
04013-0042,04013-0456
04013-0042,04013-0658
04013-0043,04013-0178
04013-0043,04013-0246
04013-0043,04013-0755
04013-0044,04013-0046
04013-0044,04013-0260
04013-0044,04013-0309
04013-0044,04013-0396
04013-0044,04013-0433
04013-0044,04013-0443
04013-0044,04013-0542
04013-0044,04013-0682
04013-0044,04013-0834
04013-0045,04013-0224
04013-0045,04013-0327
04013-0045,04013-0595
04013-0045,04013-0731
04013-0046,04013-0143
04013-0046,04013-0396
04013-0046,04013-0443
04013-0046,04013-0888
04013-0047,04013-0093
04013-0047,04013-0134
04013-0047,04013-0141
04013-0047,04013-0236
04013-0047,04013-0295
04013-0047,04013-0325
04013-0047,04013-0446
04013-0048,04013-0090
04013-0048,04013-0266
04013-0048,04013-0403
04013-0048,04013-0709
04013-0048,04013-0747
04013-0049,04013-0301
04013-0049,04013-0304
04013-0049,04013-0379
04013-0049,04013-0601
04013-0049,04013-0639
04013-0049,04013-0653
04013-0049,04013-0664
04013-0049,04013-0831
04013-0050,04013-0255
04013-0050,04013-0418
04013-0050,04013-0454
04013-0050,04013-0892
04013-0051,04013-0389
04013-0051,04013-0415
04013-0051,04013-0599
04013-0051,04013-0614
04013-0051,04013-0785
04013-0051,04013-0906
04013-0052,04013-0097
04013-0052,04013-0369
04013-0052,04013-0720
04013-0052,04013-0916
04013-0053,04013-0154
04013-0053,04013-0155
04013-0053,04013-0282
04013-0053,04013-0313
04013-0053,04013-0545
04013-0053,04013-0726
04013-0053,04013-0754
04013-0054,04013-0349
04013-0054,04013-0404
04013-0054,04013-0436
04013-0054,04013-0469
04013-0054,04013-0622
04013-0055,04013-0473
04013-0055,04013-0493
04013-0055,04013-0496
04013-0055,04013-0789
04013-0056,04013-0110
04013-0056,04013-0306
04013-0056,04013-0612
04013-0056,04013-0717
04013-0057,04013-0060
04013-0057,04013-0477
04013-0057,04013-0478
04013-0057,04013-0611
04013-0058,04013-0531
04013-0058,04013-0627
04013-0058,04013-0675
04013-0059,04013-0086
04013-0059,04013-0242
04013-0059,04013-0338
04013-0059,04013-0354
04013-0059,04013-0368
04013-0059,04013-0471
04013-0059,04013-0694
04013-0059,04013-0702
04013-0059,04013-0778
04013-0059,04013-0809
04013-0060,04013-0308
04013-0060,04013-0366
04013-0060,04013-0453
04013-0060,04013-0581
04013-0061,04013-0103
04013-0061,04013-0200
04013-0061,04013-0219
04013-0061,04013-0234
04013-0061,04013-0305
04013-0061,04013-0428
04013-0061,04013-0462
04013-0061,04013-0538
04013-0061,04013-0547
04013-0061,04013-0825
04013-0061,04013-0847
04013-0062,04013-0532
04013-0062,04013-0599
04013-0062,04013-0663
04013-0062,04013-0906
04013-0063,04013-0127
04013-0063,04013-0553
04013-0063,04013-0708
04013-0063,04013-0749
04013-0064,04013-0340
04013-0064,04013-0604
04013-0064,04013-0763
04013-0065,04013-0419
04013-0065,04013-0526
04013-0065,04013-0707
04013-0065,04013-0826
04013-0066,04013-0195
04013-0066,04013-0583
04013-0066,04013-0605
04013-0066,04021-APACHE JCT NW
04013-0067,04013-0284
04013-0067,04013-0365
04013-0067,04013-0449
04013-0067,04013-0592
04013-0067,04013-0657
04013-0067,04013-0857
04013-0068,04013-0184
04013-0068,04013-0371
04013-0068,04013-0604
04013-0068,04013-0763
04013-0068,04013-0787
04013-0069,04013-0082
04013-0069,04013-0157
04013-0069,04013-0206
04013-0069,04013-0529
04013-0069,04013-0613
04013-0069,04013-0877
04013-0070,04013-0341
04013-0070,04013-0707
04013-0070,04013-0826
04013-0070,04013-0912
04013-0071,04013-0293
04013-0071,04013-0370
04013-0071,04013-0660
04013-0071,04013-0814
04013-0072,04013-0220
04013-0072,04013-0317
04013-0072,04013-0838
04013-0072,04013-0898
04013-0073,04013-0156
04013-0073,04013-0180
04013-0073,04013-0371
04013-0073,04013-0423
04013-0073,04013-0787
04013-0074,04013-0497
04013-0074,04013-0531
04013-0074,04013-0627
04013-0074,04013-0743
04013-0075,04013-0106
04013-0075,04013-0116
04013-0075,04013-0227
04013-0075,04013-0461
04013-0075,04013-0625
04013-0075,04013-0674
04013-0075,04013-0829
04013-0076,04013-0240
04013-0076,04013-0286
04013-0076,04013-0299
04013-0076,04013-0310
04013-0076,04013-0465
04013-0076,04013-0780
04013-0076,04013-0781
04013-0076,04013-0890
04013-0077,04013-0109
04013-0077,04013-0297
04013-0077,04013-0334
04013-0077,04013-0835
04013-0077,04013-0884
04013-0078,04013-0212
04013-0078,04013-0246
04013-0078,04013-0459
04013-0078,04013-0644
04013-0078,04013-0645
04013-0079,04013-0687
04013-0079,04013-0744
04013-0079,04013-0871
04013-0079,04013-0888
04013-0080,04013-0384
04013-0080,04013-0449
04013-0080,04013-0489
04013-0080,04013-0858
04013-0080,04013-0862
04013-0081,04013-0270
04013-0081,04013-0394
04013-0081,04013-0422
04013-0081,04013-0695
04013-0082,04013-0130
04013-0082,04013-0269
04013-0082,04013-0457
04013-0082,04013-0701
04013-0082,04013-0758
04013-0083,04013-0314
04013-0083,04013-0489
04013-0083,04013-0524
04013-0083,04013-0629
04013-0083,04013-0885
04013-0083,04013-0917
04013-0084,04013-0223
04013-0084,04013-0522
04013-0084,04013-0579
04013-0084,04013-0883
04013-0085,04013-0216
04013-0085,04013-0924
04013-0086,04013-0256
04013-0086,04013-0368
04013-0086,04013-0441
04013-0086,04013-0442
04013-0086,04013-0694
04013-0086,04013-0846
04013-0087,04013-0110
04013-0087,04013-0218
04013-0087,04013-0318
04013-0087,04013-0485
04013-0087,04013-0717
04013-0088,04013-0129
04013-0088,04013-0440
04013-0088,04013-0659
04013-0088,04013-0728
04013-0088,04013-0734
04013-0089,04013-0120
04013-0089,04013-0296
04013-0089,04013-0318
04013-0089,04013-0544
04013-0090,04013-0403
04013-0090,04013-0408
04013-0090,04013-0859
04013-0091,04013-0175
04013-0091,04013-0786
04013-0091,04013-0803
04013-0091,04013-0818
04013-0092,04013-0137
04013-0092,04013-0138
04013-0092,04013-0237
04013-0092,04013-0322
04013-0092,04013-0478
04013-0092,04013-0588
04013-0092,04013-0745
04013-0092,04013-0932
04013-0093,04013-0141
04013-0093,04013-0295
04013-0093,04013-0325
04013-0093,04013-0359
04013-0093,04013-0909
04013-0094,04013-0183
04013-0094,04013-0458
04013-0094,04013-0552
04013-0094,04013-0905
04013-0095,04013-0142
04013-0095,04013-0700
04013-0095,04013-0832
04013-0095,04013-0915
04013-0096,04013-0255
04013-0096,04013-0429
04013-0096,04013-0735
04013-0096,04013-0748
04013-0097,04013-0369
04013-0097,04013-0630
04013-0097,04013-0650
04013-0097,04013-0715
04013-0097,04013-0843
04013-0098,04013-0105
04013-0098,04013-0424
04013-0098,04013-0505
04013-0099,04013-0445
04013-0099,04013-0512
04013-0099,04013-0833
04013-0100,04013-0208
04013-0100,04013-0529
04013-0100,04013-0534
04013-0100,04013-0537
04013-0100,04013-0751
04013-0100,04013-0918
04013-0101,04013-0116
04013-0101,04013-0326
04013-0101,04013-0331
04013-0101,04013-0692
04013-0101,04013-0878
04013-0102,04013-0262
04013-0102,04013-0456
04013-0102,04013-0621
04013-0102,04013-0658
04013-0102,04013-0697
04013-0103,04013-0305
04013-0103,04013-0547
04013-0104,04013-0242
04013-0104,04013-0261
04013-0104,04013-0338
04013-0104,04013-0899
04013-0105,04013-0117
04013-0105,04013-0424
04013-0105,04013-0853
04013-0105,04013-0883
04013-0106,04013-0116
04013-0106,04013-0331
04013-0106,04013-0829
04013-0107,04013-0520
04013-0107,04013-0788
04013-0107,04013-0850
04013-0107,04013-0869
04013-0107,04013-0900
04013-0108,04013-0197
04013-0108,04013-0240
04013-0108,04013-0402
04013-0108,04013-0722
04013-0109,04013-0334
04013-0109,04013-0786
04013-0110,04013-0218
04013-0110,04013-0612
04013-0110,04013-0717
04013-0111,04013-0126
04013-0111,04013-0154
04013-0111,04013-0162
04013-0111,04013-0185
04013-0111,04013-0223
04013-0111,04013-0230
04013-0111,04013-0886
04013-0112,04013-0439
04013-0112,04013-0587
04013-0112,04013-0702
04013-0112,04013-0772
04013-0113,04013-0231
04013-0113,04013-0287
04013-0113,04013-0669
04013-0113,04013-0838
04013-0113,04013-0849
04013-0113,04013-0885
04013-0114,04013-0239
04013-0114,04013-0336
04013-0114,04013-0630
04013-0114,04013-0650
04013-0115,04013-0130
04013-0115,04013-0201
04013-0115,04013-0246
04013-0115,04013-0536
04013-0115,04013-0550
04013-0116,04013-0135
04013-0116,04013-0331
04013-0116,04013-0674
04013-0117,04013-0343
04013-0117,04013-0634
04013-0117,04013-0853
04013-0117,04013-0896
04013-0118,04013-0140
04013-0118,04013-0241
04013-0118,04013-0257
04013-0118,04013-0344
04013-0118,04013-0422
04013-0118,04013-0511
04013-0119,04013-0479
04013-0119,04013-0618
04013-0119,04013-0856
04013-0119,04013-0928
04013-0120,04013-0150
04013-0120,04013-0392
04013-0120,04013-0627
04013-0120,04013-0675
04013-0120,04013-0852
04013-0121,04013-0139
04013-0121,04013-0143
04013-0121,04013-0506
04013-0121,04013-0799
04013-0121,04013-0871
04013-0121,04021-SAN TAN
04013-0122,04013-0421
04013-0122,04013-0525
04013-0122,04013-0628
04013-0122,04013-0663
04013-0122,04013-0679
04013-0122,04013-0737
04013-0123,04013-0374
04013-0123,04013-0383
04013-0123,04013-0771
04013-0123,04013-0809
04013-0124,04013-0228
04013-0124,04013-0256
04013-0124,04013-0587
04013-0124,04013-0794
04013-0125,04013-0137
04013-0125,04013-0203
04013-0125,04013-0232
04013-0125,04013-0421
04013-0125,04013-0501
04013-0125,04013-0611
04013-0125,04013-0745
04013-0125,04013-0807
04013-0126,04013-0154
04013-0126,04013-0223
04013-0126,04013-0522
04013-0127,04013-0514
04013-0127,04013-0706
04013-0127,04013-0822
04013-0127,04013-0926
04013-0128,04013-0193
04013-0128,04013-0306
04013-0128,04013-0651
04013-0129,04013-0382
04013-0129,04013-0440
04013-0129,04013-0685
04013-0129,04013-0728
04013-0129,04013-0791
04013-0130,04013-0178
04013-0130,04013-0201
04013-0130,04013-0536
04013-0130,04013-0707
04013-0131,04013-0300
04013-0131,04013-0896
04013-0132,04013-0347
04013-0132,04013-0431
04013-0132,04013-0477
04013-0132,04013-0710
04013-0132,04013-0762
04013-0133,04013-0134
04013-0133,04013-0264
04013-0133,04013-0336
04013-0133,04013-0640
04013-0134,04013-0236
04013-0134,04013-0263
04013-0134,04013-0446
04013-0134,04013-0863
04013-0135,04013-0213
04013-0135,04013-0407
04013-0135,04013-0547
04013-0135,04013-0674
04013-0135,04013-0765
04013-0136,04013-0158
04013-0136,04013-0273
04013-0136,04013-0399
04013-0136,04013-0812
04013-0137,04013-0478
04013-0137,04013-0611
04013-0137,04013-0745
04013-0138,04013-0237
04013-0138,04013-0254
04013-0138,04013-0477
04013-0138,04013-0478
04013-0138,04013-0762
04013-0139,04013-0298
04013-0139,04013-0387
04013-0139,04013-0506
04013-0139,04013-0549
04013-0139,04013-0624
04013-0140,04013-0241
04013-0140,04013-0602
04013-0140,04013-0656
04013-0142,04013-0460
04013-0142,04013-0832
04013-0142,04013-0915
04013-0143,04013-0549
04013-0143,04013-0871
04013-0144,04013-0202
04013-0144,04013-0543
04013-0144,04013-0590
04013-0144,04013-0730
04013-0145,04013-0279
04013-0145,04013-0295
04013-0145,04013-0303
04013-0145,04013-0359
04013-0146,04013-0224
04013-0146,04013-0595
04013-0146,04013-0669
04013-0146,04013-0885
04013-0147,04013-0260
04013-0147,04013-0434
04013-0147,04013-0545
04013-0147,04013-0834
04013-0147,04013-0867
04013-0148,04013-0320
04013-0148,04013-0366
04013-0148,04013-0458
04013-0148,04013-0470
04013-0148,04013-0507
04013-0148,04013-0581
04013-0149,04013-0406
04013-0149,04013-0733
04013-0149,04013-0744
04013-0149,04013-0769
04013-0150,04013-0376
04013-0150,04013-0392
04013-0150,04013-0675
04013-0150,04013-0869
04013-0151,04013-0160
04013-0151,04013-0168
04013-0151,04013-0633
04013-0151,04013-0696
04013-0151,04013-0805
04013-0151,04013-0880
04013-0151,04013-0881
04013-0152,04013-0197
04013-0152,04013-0682
04013-0152,04013-0722
04013-0152,04013-0867
04013-0153,04013-0229
04013-0153,04013-0298
04013-0153,04013-0302
04013-0153,04013-0460
04013-0153,04013-0582
04013-0154,04013-0185
04013-0154,04013-0313
04013-0154,04013-0726
04013-0155,04013-0402
04013-0155,04013-0434
04013-0155,04013-0545
04013-0156,04013-0180
04013-0156,04013-0423
04013-0156,04013-0820
04013-0157,04013-0613
04013-0157,04013-0617
04013-0157,04013-0758
04013-0158,04013-0413
04013-0158,04013-0641
04013-0158,04013-0841
04013-0158,04013-0874
04013-0159,04013-0232
04013-0159,04013-0541
04013-0159,04013-0580
04013-0159,04013-0590
04013-0159,04013-0745
04013-0160,04013-0306
04013-0160,04013-0696
04013-0160,04013-0717
04013-0161,04013-0631
04013-0161,04013-0788
04013-0161,04013-0889
04013-0162,04013-0223
04013-0162,04013-0589
04013-0162,04013-0677
04013-0162,04013-0853
04013-0162,04013-0883
04013-0163,04013-0287
04013-0163,04013-0732
04013-0163,04013-0740
04013-0163,04013-0793
04013-0163,04013-0846
04013-0164,04013-0225
04013-0164,04013-0491
04013-0164,04013-0607
04013-0164,04013-0724
04013-0164,04013-0873
04013-0165,04013-0328
04013-0165,04013-0473
04013-0165,04013-0743
04013-0165,04013-0789
04013-0166,04013-0204
04013-0166,04013-0790
04013-0166,04013-0922
04013-0167,04013-0382
04013-0167,04013-0599
04013-0167,04013-0719
04013-0167,04013-0819
04013-0167,04013-0876
04013-0167,04013-0934
04013-0168,04013-0648
04013-0168,04013-0881
04013-0169,04013-0593
04013-0169,04013-0661
04013-0169,04013-0903
04013-0170,04013-0251
04013-0170,04013-0253
04013-0170,04013-0350
04013-0170,04013-0490
04013-0170,04013-0514
04013-0170,04013-0708
04013-0170,04013-0844
04013-0171,04013-0406
04013-0171,04013-0660
04013-0171,04013-0769
04013-0171,04013-0770
04013-0171,04013-0916
04013-0172,04013-0221
04013-0172,04013-0278
04013-0172,04013-0284
04013-0172,04013-0450
04013-0172,04013-0626
04013-0172,04013-0636
04013-0172,04013-0739
04013-0172,04013-0923
04013-0173,04013-0244
04013-0173,04013-0297
04013-0173,04013-0428
04013-0173,04013-0533
04013-0173,04013-0538
04013-0173,04013-0893
04013-0173,04013-0935
04013-0174,04013-0298
04013-0174,04013-0582
04013-0174,04013-0624
04013-0174,04013-0800
04013-0175,04013-0786
04013-0175,04013-0803
04013-0176,04013-0217
04013-0176,04013-0247
04013-0176,04013-0724
04013-0176,04013-0804
04013-0177,04013-0468
04013-0177,04013-0640
04013-0177,04013-0833
04013-0178,04013-0246
04013-0178,04013-0269
04013-0178,04013-0536
04013-0178,04013-0667
04013-0178,04013-0755
04013-0179,04013-0297
04013-0179,04013-0620
04013-0179,04013-0895
04013-0179,04013-0935
04013-0180,04013-0395
04013-0180,04013-0519
04013-0180,04013-0714
04013-0180,04013-0787
04013-0180,04013-0820
04013-0180,04013-0935
04013-0181,04013-0194
04013-0181,04013-0244
04013-0181,04013-0405
04013-0181,04013-0604
04013-0181,04013-0678
04013-0181,04013-0879
04013-0182,04013-0201
04013-0182,04013-0219
04013-0182,04013-0349
04013-0182,04013-0622
04013-0183,04013-0252
04013-0183,04013-0304
04013-0183,04013-0379
04013-0183,04013-0458
04013-0183,04013-0635
04013-0183,04013-0712
04013-0183,04013-0905
04013-0183,04013-0929
04013-0184,04013-0371
04013-0184,04013-0763
04013-0185,04013-0466
04013-0185,04013-0726
04013-0185,04013-0886
04013-0186,04013-0279
04013-0186,04013-0598
04013-0186,04013-0840
04013-0187,04013-0586
04013-0187,04013-0784
04013-0187,04013-0797
04013-0187,04013-0930
04013-0188,04013-0316
04013-0188,04013-0369
04013-0188,04013-0516
04013-0188,04013-0715
04013-0189,04013-0225
04013-0189,04013-0345
04013-0189,04013-0595
04013-0189,04013-0607
04013-0189,04013-0731
04013-0190,04013-0546
04013-0190,04013-0610
04013-0190,04013-0686
04013-0191,04013-0487
04013-0191,04013-0492
04013-0191,04013-0530
04013-0192,04013-0193
04013-0192,04013-0803
04013-0192,04013-0818
04013-0192,04013-0926
04013-0193,04013-0306
04013-0193,04013-0706
04013-0194,04013-0216
04013-0194,04013-0498
04013-0194,04013-0527
04013-0194,04013-0535
04013-0194,04013-0538
04013-0194,04013-0678
04013-0194,04013-0837
04013-0194,04013-0924
04013-0195,04013-0268
04013-0195,04013-0280
04013-0195,04013-0303
04013-0196,04013-0409
04013-0196,04013-0411
04013-0196,04013-0419
04013-0196,04013-0448
04013-0196,04013-0452
04013-0196,04013-0526
04013-0196,04013-0622
04013-0197,04013-0402
04013-0197,04013-0434
04013-0198,04013-0226
04013-0198,04013-0523
04013-0198,04013-0608
04013-0198,04013-0691
04013-0198,04013-0859
04013-0199,04013-0212
04013-0199,04013-0388
04013-0199,04013-0432
04013-0199,04013-0521
04013-0199,04013-0662
04013-0199,04013-0902
04013-0200,04013-0213
04013-0200,04013-0234
04013-0200,04013-0305
04013-0200,04013-0357
04013-0200,04013-0765
04013-0200,04013-0847
04013-0200,04013-0925
04013-0201,04013-0219
04013-0201,04013-0312
04013-0201,04013-0550
04013-0201,04013-0707
04013-0202,04013-0232
04013-0202,04013-0543
04013-0202,04013-0590
04013-0203,04013-0232
04013-0203,04013-0501
04013-0203,04013-0543
04013-0203,04013-0727
04013-0204,04013-0412
04013-0204,04013-0505
04013-0204,04013-0790
04013-0205,04013-0211
04013-0205,04013-0262
04013-0205,04013-0621
04013-0206,04013-0457
04013-0206,04013-0529
04013-0207,04013-0271
04013-0207,04013-0670
04013-0207,04013-0894
04013-0208,04013-0267
04013-0208,04013-0358
04013-0208,04013-0475
04013-0208,04013-0553
04013-0208,04013-0554
04013-0208,04013-0751
04013-0208,04013-0813
04013-0208,04013-0918
04013-0208,04013-0932
04013-0209,04013-0221
04013-0209,04013-0271
04013-0209,04013-0450
04013-0209,04013-0914
04013-0210,04013-0259
04013-0210,04013-0294
04013-0210,04013-0748
04013-0210,04013-0824
04013-0210,04013-0835
04013-0211,04013-0248
04013-0211,04013-0265
04013-0212,04013-0288
04013-0212,04013-0290
04013-0212,04013-0324
04013-0212,04013-0332
04013-0212,04013-0432
04013-0212,04013-0644
04013-0212,04013-0645
04013-0212,04013-0753
04013-0212,04013-0760
04013-0212,04013-0902
04013-0213,04013-0407
04013-0213,04013-0547
04013-0213,04013-0765
04013-0213,04013-0925
04013-0214,04013-0228
04013-0214,04013-0629
04013-0214,04013-0794
04013-0214,04013-0846
04013-0215,04013-0361
04013-0215,04013-0392
04013-0215,04013-0724
04013-0215,04013-0817
04013-0216,04013-0283
04013-0216,04013-0329
04013-0216,04013-0527
04013-0216,04013-0802
04013-0216,04013-0837
04013-0216,04013-0845
04013-0216,04013-0903
04013-0216,04013-0919
04013-0216,04013-0924
04013-0216,04013-0933
04013-0217,04013-0323
04013-0217,04013-0361
04013-0217,04013-0724
04013-0217,04013-0796
04013-0218,04013-0416
04013-0218,04013-0486
04013-0218,04013-0612
04013-0219,04013-0234
04013-0219,04013-0312
04013-0219,04013-0349
04013-0219,04013-0436
04013-0219,04013-0462
04013-0219,04013-0666
04013-0219,04013-0765
04013-0220,04013-0631
04013-0220,04013-0788
04013-0220,04013-0850
04013-0220,04013-0854
04013-0221,04013-0333
04013-0221,04013-0450
04013-0221,04013-0626
04013-0221,04013-0914
04013-0222,04013-0278
04013-0222,04013-0626
04013-0222,04013-0690
04013-0222,04013-0910
04013-0224,04013-0271
04013-0224,04013-0327
04013-0224,04013-0885
04013-0225,04013-0491
04013-0225,04013-0607
04013-0225,04013-0889
04013-0226,04013-0258
04013-0226,04013-0518
04013-0226,04013-0608
04013-0226,04013-0652
04013-0226,04013-0859
04013-0227,04013-0246
04013-0227,04013-0461
04013-0227,04013-0674
04013-0228,04013-0442
04013-0228,04013-0794
04013-0229,04013-0291
04013-0229,04013-0302
04013-0229,04013-0309
04013-0230,04013-0589
04013-0230,04013-0886
04013-0230,04013-0927
04013-0231,04013-0287
04013-0231,04013-0732
04013-0231,04013-0838
04013-0232,04013-0590
04013-0232,04013-0745
04013-0233,04013-0243
04013-0233,04013-0356
04013-0233,04013-0449
04013-0233,04013-0862
04013-0233,04013-0887
04013-0233,04013-0907
04013-0234,04013-0765
04013-0234,04013-0847
04013-0235,04013-0274
04013-0235,04013-0378
04013-0235,04013-0709
04013-0235,04013-0927
04013-0236,04013-0792
04013-0236,04013-0840
04013-0236,04013-0863
04013-0237,04013-0254
04013-0237,04013-0358
04013-0237,04013-0554
04013-0237,04013-0813
04013-0237,04013-0932
04013-0238,04013-0643
04013-0238,04013-0671
04013-0238,04013-0734
04013-0238,04013-0742
04013-0239,04013-0351
04013-0239,04013-0585
04013-0239,04013-0650
04013-0239,04013-0686
04013-0240,04013-0310
04013-0240,04013-0722
04013-0240,04013-0781
04013-0240,04013-0868
04013-0241,04013-0375
04013-0241,04013-0656
04013-0241,04013-0901
04013-0242,04013-0471
04013-0243,04013-0356
04013-0243,04013-0517
04013-0243,04013-0806
04013-0243,04013-0887
04013-0243,04013-0907
04013-0244,04013-0405
04013-0244,04013-0538
04013-0244,04013-0604
04013-0244,04013-0787
04013-0244,04013-0935
04013-0245,04013-0408
04013-0245,04013-0609
04013-0245,04013-0859
04013-0246,04013-0459
04013-0246,04013-0461
04013-0246,04013-0550
04013-0246,04013-0755
04013-0246,04013-0828
04013-0247,04013-0673
04013-0247,04013-0768
04013-0247,04013-0804
04013-0247,04013-0930
04013-0247,04013-0931
04013-0248,04013-0621
04013-0248,04013-0683
04013-0248,04013-0697
04013-0249,04013-0325
04013-0249,04013-0658
04013-0249,04013-0810
04013-0249,04013-0916
04013-0250,04013-0436
04013-0250,04013-0462
04013-0250,04013-0533
04013-0250,04013-0893
04013-0251,04013-0350
04013-0251,04013-0486
04013-0251,04013-0490
04013-0252,04013-0304
04013-0252,04013-0503
04013-0252,04013-0528
04013-0252,04013-0864
04013-0252,04013-0899
04013-0253,04013-0350
04013-0253,04013-0496
04013-0253,04013-0584
04013-0253,04013-0591
04013-0253,04013-0811
04013-0253,04013-0844
04013-0254,04013-0762
04013-0254,04013-0813
04013-0254,04013-0913
04013-0255,04013-0673
04013-0255,04013-0735
04013-0255,04013-0768
04013-0255,04013-0820
04013-0256,04013-0441
04013-0256,04013-0442
04013-0257,04013-0344
04013-0257,04013-0362
04013-0257,04013-0500
04013-0257,04013-0511
04013-0257,04013-0632
04013-0258,04013-0300
04013-0258,04013-0608
04013-0258,04013-0875
04013-0259,04013-0294
04013-0259,04013-0429
04013-0259,04013-0711
04013-0259,04013-0748
04013-0259,04013-0797
04013-0260,04013-0682
04013-0260,04013-0834
04013-0260,04013-0867
04013-0261,04013-0338
04013-0261,04013-0618
04013-0261,04013-0899
04013-0261,04013-0920
04013-0262,04013-0444
04013-0262,04013-0456
04013-0262,04013-0583
04013-0263,04013-0336
